Linux 6.6.23 (eternity8) 	2025년 05월 29일 	_x86_64_	(40 CPU)

14시 40분 53초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 03초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      12      0.00      0.00      1.00      0.00      0.00     99.00
14시 41분 03초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      31      0.00      0.00      0.99      0.00      0.00     99.01
14시 41분 03초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 03초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 03초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 04초     all      0.03      0.00      0.03      0.00      0.00     99.95
14시 41분 04초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      12      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 04초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      15      0.00      0.00      1.00      0.00      0.00     99.00
14시 41분 04초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      29      0.00      0.00      0.99      0.00      0.00     99.01
14시 41분 04초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      31      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 04초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 04초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 04초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 05초     all      0.02      0.00      0.05      0.00      0.00     99.93
14시 41분 05초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      12      0.00      0.00      1.00      0.00      0.00     99.00
14시 41분 05초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      15      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      17      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      18      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      19      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      20      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      21      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      22      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      23      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      24      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      25      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      26      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      27      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      28      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      29      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      30      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      31      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      32      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      33      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      34      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      35      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      36      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      37      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      38      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 05초      39      0.00      0.00      0.00      0.00      0.00    100.00

14시 41분 05초     CPU     %user     %nice   %system   %iowait    %steal     %idle
14시 41분 06초     all      0.00      0.00      0.05      0.00      0.00     99.95
14시 41분 06초       0      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초       1      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초       2      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초       3      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초       4      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초       5      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초       6      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초       7      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초       8      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초       9      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초      10      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초      11      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초      12      0.98      0.00      0.98      0.00      0.00     98.04
14시 41분 06초      13      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초      14      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초      15      0.99      0.00      0.00      0.00      0.00     99.01
14시 41분 06초      16      0.00      0.00      0.00      0.00      0.00    100.00
14시 41분 06초      17      0.00      0.00      0.00      0.00      0.00    100.00
